TEST10,#genre#
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://117.136.156.37/PLTV/88888888/224/3221225510/index.m3u8
CCTV13,http://39.134.39.4/PLTV/88888888/224/3221226149/index.m3u8
CCTV13 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225638/2/index.m3u8?fmt=ts2hls
CCTV13 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225817/index.m3u8
CCTV13 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225742/index.m3u8
CCTV13 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225787/index.m3u8
CCTV13 8M1080,http://39.135.230.82/ott.fj.chinamobile.com/PLTV/88888888/224/3221226985/index.m3u8
CCTV13[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.134.66.2/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226193/index.m3u8
CCTV14,http://39.134.39.4/PLTV/88888888/224/3221226232/index.m3u8
CCTV14 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225639/2/index.m3u8?fmt=ts2hls
CCTV14 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225648/index.m3u8
CCTV14 4M1080,http://39.135.230.81/ott.fj.chinamobile.com/PLTV/88888888/224/3221225819/index.m3u8
CCTV14 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225494/2/index.m3u8?fmt=ts2hls
CCTV14 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225640/2/index.m3u8?fmt=ts2hls
CCTV14 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225673/index.m3u8
CCTV14 8M1080,http://39.135.230.68/ott.fj.chinamobile.com/PLTV/88888888/224/3221227086/index.m3u8
CCTV14 8M1080,http://39.135.230.80/ott.fj.chinamobile.com/PLTV/88888888/224/3221225933/index.m3u8
CCTV14[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226229/1.m3u8
CCTV14[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226461/1.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15 3.5M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225641/2/index.m3u8?fmt=ts2hls
CCTV15 3.5M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225818/index.m3u8
CCTV15 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225693/index.m3u8
CCTV15 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226989/index.m3u8
CCTV15 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225830/index.m3u8
CCTV15[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8
CCTV15[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226460/1.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.134.66.2/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226198/index.m3u8
CCTV17 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225907/2/index.m3u8?fmt=ts2hls
CCTV17 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225908/2/index.m3u8?fmt=ts2hls
CCTV17 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225766/index.m3u8
CCTV17 4M1080,http://39.135.230.80/ott.fj.chinamobile.com/PLTV/88888888/224/3221226990/index.m3u8
CCTV17 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225909/2/index.m3u8?fmt=ts2hls
CCTV17 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225833/index.m3u8
CCTV17 8M1080,http://39.135.230.72/ott.fj.chinamobile.com/PLTV/88888888/224/3221226986/index.m3u8
CCTV17[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8
CCTV17[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226459/1.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV2,http://117.136.156.37/PLTV/88888888/224/3221225502/index.m3u8
CCTV2,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226195/index.m3u8
CCTV2,http://39.134.39.4/PLTV/88888888/224/3221226220/index.m3u8
CCTV2 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225619/2/index.m3u8?fmt=ts2hls
CCTV2 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225657/index.m3u8
CCTV2 4M1080,http://39.135.230.74/ott.fj.chinamobile.com/PLTV/88888888/224/3221226795/index.m3u8
CCTV2 4M1080,http://39.135.230.80/ott.fj.chinamobile.com/PLTV/88888888/224/3221225800/index.m3u8
CCTV2 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225500/2/index.m3u8?fmt=ts2hls
CCTV2 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225643/2/index.m3u8?fmt=ts2hls
CCTV2 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225923/index.m3u8
CCTV2 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226915/index.m3u8
CCTV2 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225676/index.m3u8
CCTV2[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226230/1.m3u8
CCTV2[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8
CCTV2[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226397/index.m3u8
CCTV3,http://39.134.39.4/PLTV/88888888/224/3221226251/index.m3u8
CCTV3 2.5M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225647/2/index.m3u8?fmt=ts2hls
CCTV3 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8
CCTV3 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225634/2/index.m3u8?fmt=ts2hls
CCTV3 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225677/index.m3u8
CCTV3[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226191/index.m3u8
CCTV4 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225621/2/index.m3u8?fmt=ts2hls
CCTV4 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225761/index.m3u8
CCTV4 4M1080,http://39.135.230.80/ott.fj.chinamobile.com/PLTV/88888888/224/3221225802/index.m3u8
CCTV4 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226968/index.m3u8
CCTV4 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225753/index.m3u8
CCTV4[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226335/1.m3u8
CCTV4[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226470/1.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226395/index.m3u8
CCTV5,http://39.134.39.4/PLTV/88888888/224/3221226146/index.m3u8
CCTV5 11M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225801/index.m3u8
CCTV5 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225660/index.m3u8
CCTV5 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225712/index.m3u8
CCTV5 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225633/2/index.m3u8?fmt=ts2hls
CCTV5 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225680/index.m3u8
CCTV5[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://117.136.156.37/PLTV/88888888/224/3221225512/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225689/index.m3u8
CCTV5+,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221225761/index.m3u8
CCTV5+,http://39.134.39.4/PLTV/88888888/224/3221226253/index.m3u8
CCTV5+ 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225649/2/index.m3u8?fmt=ts2hls
CCTV5+ 4M1080,http://39.135.230.82/ott.fj.chinamobile.com/PLTV/88888888/224/3221225821/index.m3u8
CCTV5+ 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225706/2/index.m3u8?fmt=ts2hls
CCTV5+ 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225621/index.m3u8
CCTV5+ 8M1080,http://39.135.230.72/ott.fj.chinamobile.com/PLTV/88888888/224/3221225939/index.m3u8
CCTV5+ 8M1080,http://39.135.230.88/ott.fj.chinamobile.com/PLTV/88888888/224/3221226919/index.m3u8
CCTV5+[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226225/1.m3u8
CCTV5+[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8
CCTV5+[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226393/index.m3u8
CCTV6,http://39.134.39.4/PLTV/88888888/224/3221226226/index.m3u8
CCTV6 3.5M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225650/2/index.m3u8?fmt=ts2hls
CCTV6 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225715/index.m3u8
CCTV6 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225632/2/index.m3u8?fmt=ts2hls
CCTV6 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225683/index.m3u8
CCTV6[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226468/1.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.134.66.2/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://117.136.156.37/PLTV/88888888/224/3221225504/index.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226192/index.m3u8
CCTV7,http://39.134.39.4/PLTV/88888888/224/3221226255/index.m3u8
CCTV7 12M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226803/index.m3u8
CCTV7 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225624/2/index.m3u8?fmt=ts2hls
CCTV7 4M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225805/index.m3u8
CCTV7 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225700/index.m3u8
CCTV7 5.5M1080HEVC,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226998/index.m3u8
CCTV7 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225499/2/index.m3u8?fmt=ts2hls
CCTV7 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225644/2/index.m3u8?fmt=ts2hls
CCTV7 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225627/index.m3u8
CCTV7 8M1080,http://39.135.230.81/ott.fj.chinamobile.com/PLTV/88888888/224/3221225927/index.m3u8
CCTV7 8M1080,http://39.135.230.82/ott.fj.chinamobile.com/PLTV/88888888/224/3221226972/index.m3u8
CCTV7[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226234/1.m3u8
CCTV7[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226391/index.m3u8
CCTV8,http://39.134.39.4/PLTV/88888888/224/3221226150/index.m3u8
CCTV8 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225635/2/index.m3u8?fmt=ts2hls
CCTV8 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225716/index.m3u8
CCTV8 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225631/2/index.m3u8?fmt=ts2hls
CCTV8 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225630/index.m3u8
CCTV8[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226485/1.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://39.134.66.2/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://117.136.156.37/PLTV/88888888/224/3221225507/index.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/pltv/88888890/224/3221226197/index.m3u8
CCTV9,http://39.134.39.4/PLTV/88888888/224/3221226259/index.m3u8
CCTV9 4M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225626/2/index.m3u8?fmt=ts2hls
CCTV9 4M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225663/index.m3u8
CCTV9 4M1080,http://39.135.230.80/ott.fj.chinamobile.com/PLTV/88888888/224/3221225820/index.m3u8
CCTV9 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225646/2/index.m3u8?fmt=ts2hls
CCTV9 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225929/index.m3u8
CCTV9 8M1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226923/index.m3u8
CCTV9 8M1080,http://39.135.33.209/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225633/index.m3u8
CCTV9? 8M1080,http://39.135.138.8:6610/PLTV/88888888/224/3221225920/2/index.m3u8?fmt=ts2hls
CCTV9[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226236/1.m3u8
CCTV9[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8
CETV1,http://117.136.156.37/PLTV/88888888/224/3221225701/index.m3u8
CETV1,http://39.134.39.4/PLTV/88888888/224/3221226282/index.m3u8
CETV1[1920*1080],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226494/1.m3u8
CHC动作电影,http://39.134.18.66/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC高清电影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC家庭电影,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
